<1692, 308>
<1226, 310968>
<1291, 311531>
<1351, 312040>
<1416, 312494>
<1479, 312892>
<1549, 313233>
<1629, 313516>
<1715, 313740>
<1794, 313904>
<1871, 314007>
<1945, 314048>
<26, 315655>
<105, 317198>
<184, 318676>
<262, 320088>
<347, 321433>
<427, 322710>
<511, 323918>
<598, 325056>
<681, 326123>
<766, 327118>
<854, 328040>
<942, 328888>
<1029, 329661>
<1125, 330358>
<1210, 330978>
<1305, 331520>
<1395, 331983>
<1490, 332366>
<1586, 332668>
<1716, 332888>
<1823, 333025>
<1929, 333078>
<41, 334653>
<146, 336142>
<252, 337544>
<365, 338858>
<470, 340083>
<582, 341218>
<692, 342262>
<801, 343214>
<916, 344073>
<1026, 344838>
<1144, 345508>
<1256, 346082>
<1374, 346559>
<1489, 346938>
<1620, 347218>
<1767, 347398>
<1899, 347477>
<30, 349044>
<156, 350508>
<291, 351868>
<417, 353123>
<551, 354272>
<682, 355314>
<810, 356248>
<947, 357073>
<1079, 357788>
<1214, 358392>
<1348, 358884>
<1485, 359263>
<1644, 359528>
<1803, 359678>
<1952, 359712>
<106, 361204>
<253, 362578>
<404, 363833>
<556, 364968>
<705, 365982>
<857, 366874>
<1006, 367643>
<1158, 368288>
<1312, 368808>
<1460, 369202>
<1636, 369469>
<1816, 369608>
<1983, 369618>
<152, 371060>
<321, 372371>
<486, 373550>
<652, 374596>
<817, 375508>
<986, 376285>
<1155, 376926>
<1324, 377430>
<1495, 377796>
<1690, 378023>
<1885, 378110>
<71, 379607>
<248, 380962>
<435, 382174>
<618, 383242>
<796, 384165>
<980, 384942>
<1164, 385572>
<1346, 386054>
<1534, 386387>
<1755, 386570>
<1953, 386602>
<154, 388022>
<353, 389289>
<549, 390402>
<746, 391360>
<943, 392162>
<1140, 392807>
<1336, 393294>
<1537, 393622>
<1774, 393790>
<1987, 393797>
<204, 395172>
<412, 396384>
<624, 397432>
<838, 398315>
<1041, 399032>
<1250, 399582>
<1459, 399964>
<1705, 400177>
<1938, 400220>
<169, 401613>
<390, 402834>
<616, 403882>
<842, 404756>
<1060, 405455>
<1284, 405978>
<1508, 406324>
<1769, 406492>
<14, 407994>
<246, 409316>
<487, 410457>
<721, 411416>
<957, 412192>
<1193, 412784>
<1426, 413191>
<1686, 413412>
<1948, 413446>
<206, 414796>
<453, 415957>
<700, 416928>
<946, 417708>
<1194, 418296>
<1437, 418691>
<1719, 418892>
<1988, 418898>
<251, 420204>
<513, 421313>
<770, 422224>
<1028, 422936>
<1287, 423448>
<1546, 423759>
<1847, 423868>
<121, 425263>
<395, 426454>
<665, 427440>
<933, 428220>
<1203, 428793>
<1468, 429158>
<1781, 429314>
<73, 430742>
<355, 431959>
<636, 432964>
<914, 433756>
<1195, 434334>
<1469, 434697>
<1795, 434844>
<94, 436249>
<386, 437436>
<679, 438404>
<971, 439152>
<1257, 439679>
<1553, 439984>
<1882, 440066>
<193, 441392>
<497, 442493>
<794, 443368>
<1095, 444016>
<1392, 444436>
<1724, 444627>
<52, 446050>
<368, 447242>
<678, 448202>
<988, 448929>
<1299, 449422>
<1612, 449680>
<1966, 449702>
<296, 450942>
<615, 451944>
<932, 452707>
<1249, 453230>
<1573, 453512>
<1937, 453552>
<280, 454798>
<609, 455800>
<936, 456557>
<1266, 457068>
<1596, 457332>
<1973, 457348>
<320, 458558>
<659, 459518>
<1001, 460227>
<1335, 460684>
<1698, 460888>
<69, 462276>
<421, 463409>
<768, 464286>
<1114, 464906>
<1454, 465268>
<1850, 465371>
<216, 466646>
<574, 467660>
<929, 468412>
<1289, 468901>
<1659, 469126>
<54, 470513>
<426, 471634>
<790, 472488>
<1152, 473074>
<1518, 473391>
<1924, 473438>
<311, 474635>
<691, 475560>
<1062, 476212>
<1429, 476590>
<1846, 476693>
<238, 477936>
<629, 478902>
<1011, 479590>
<1387, 479999>
<1807, 480128>
<212, 481387>
<606, 482364>
<999, 483058>
<1383, 483468>
<1814, 483593>
<224, 484838>
<631, 485796>
<1030, 486466>
<1421, 486847>
<1864, 486938>
<285, 488139>
<696, 489048>
<1099, 489664>
<1503, 489986>
<1954, 490013>
<382, 491140>
<798, 491970>
<1209, 492502>
<1638, 492735>
<95, 494060>
<520, 495084>
<944, 495806>
<1365, 496225>
<1825, 496340>
<269, 497537>
<710, 498428>
<1135, 499012>
<1564, 499288>
<45, 500638>
<489, 501678>
<923, 502407>
<1364, 502824>
<1841, 502928>
<303, 504096>
<753, 504949>
<1192, 505486>
<1655, 505706>
<138, 506982>
<597, 507939>
<1054, 508576>
<1502, 508892>
<9, 510256>
<474, 511297>
<931, 512014>
<1393, 512406>
<1900, 512472>
<380, 513576>
<851, 514352>
<1315, 514799>
<1818, 514916>
<313, 516063>
<789, 516878>
<1262, 517360>
<1768, 517508>
<270, 518678>
<759, 519512>
<1235, 520009>
<1747, 520168>
<260, 521341>
<757, 522174>
<1240, 522666>
<1764, 522816>
<287, 523972>
<784, 524784>
<1280, 525251>
<1808, 525372>
<336, 526491>
<845, 527262>
<1340, 527684>
<1890, 527756>
<414, 528818>
<919, 529528>
<1431, 529885>
<1994, 529888>
<519, 530873>
<1038, 531502>
<1557, 531774>
<122, 533022>
<655, 533911>
<1178, 534440>
<1728, 534608>
<292, 535744>
<821, 536517>
<1354, 536926>
<1925, 536970>
<478, 537974>
<1019, 538611>
<1558, 538880>
<143, 540103>
<702, 540956>
<1236, 541438>
<1824, 541548>
<396, 542604>
<950, 543286>
<1493, 543593>
<100, 544840>
<664, 545710>
<1220, 546202>
<1817, 546315>
<405, 547360>
<972, 548024>
<1530, 548306>
<148, 549514>
<730, 550338>
<1301, 550777>
<1913, 550830>
<507, 551801>
<1084, 552384>
<1671, 552578>
<299, 553684>
<883, 554399>
<1461, 554722>
<103, 555951>
<706, 556786>
<1295, 557226>
<1923, 557270>
<536, 558212>
<1134, 558756>
<1760, 558901>
<389, 559938>
<997, 560574>
<1590, 560808>
<249, 561928>
<873, 562644>
<1475, 562955>
<140, 564146>
<767, 564930>
<1380, 565306>
<47, 566556>
<675, 567396>
<1303, 567825>
<1969, 567842>
<607, 568725>
<1231, 569194>
<1907, 569248>
<559, 570162>
<1188, 570659>
<1868, 570738>
<524, 571671>
<1162, 572184>
<1844, 572276>
<510, 573216>
<1153, 573733>
<1842, 573826>
<515, 574761>
<1167, 575270>
<1862, 575352>
<537, 576270>
<1196, 576759>
<1901, 576818>
<576, 577707>
<1241, 578164>
<1956, 578188>
<639, 579036>
<1314, 579449>
<34, 580682>
<720, 581478>
<1396, 581836>
<120, 583008>
<814, 583740>
<1496, 584031>
<229, 585130>
<925, 585786>
<1625, 585998>
<367, 587012>
<1064, 587580>
<1785, 587701>
<514, 588618>
<1215, 589086>
<1967, 589104>
<686, 589912>
<1390, 590268>
<150, 591410>
<872, 592098>
<1578, 592331>
<351, 593344>
<1073, 593900>
<1826, 593998>
<570, 594870>
<1302, 595282>
<76, 596464>
<812, 597184>
<1540, 597441>
<330, 598462>
<1067, 599018>
<1839, 599108>
<602, 599956>
<1345, 600336>
<137, 601470>
<894, 602134>
<1651, 602327>
<449, 603268>
<1199, 603736>
<10, 604948>
<776, 605685>
<1529, 605946>
<348, 606945>
<1112, 607466>
<1920, 607508>
<714, 608282>
<1473, 608575>
<306, 609596>
<1083, 610134>
<1903, 610188>
<704, 610964>
<1476, 611254>
<322, 612262>
<1105, 612782>
<1941, 612813>
<751, 613556>
<1539, 613808>
<392, 614768>
<1186, 615235>
<42, 616406>
<859, 617082>
<1667, 617262>
<518, 618140>
<1330, 618520>
<191, 619594>
<1013, 620168>
<1867, 620241>
<712, 621002>
<1524, 621260>
<408, 622202>
<1229, 622639>
<110, 623756>
<952, 624366>
<1802, 624468>
<670, 625244>
<1511, 625510>
<409, 626446>
<1247, 626870>
<145, 627960>
<1000, 628536>
<1888, 628597>
<762, 629318>
<1616, 629522>
<523, 630382>
<1382, 630723>
<297, 631716>
<1159, 632188>
<80, 633308>
<960, 633905>
<1863, 633978>
<763, 634693>
<1646, 634882>
<566, 635709>
<1443, 636008>
<385, 636941>
<1277, 637344>
<210, 638377>
<1104, 638878>
<50, 640005>
<956, 640598>
<1892, 640656>
<811, 641334>
<1731, 641475>
<669, 642232>
<1577, 642450>
<545, 643280>
<1450, 643569>
<436, 644466>
<1350, 644820>
<324, 645778>
<1245, 646191>
<220, 647204>
<1149, 647670>
<133, 648732>
<1074, 649245>
<63, 650350>
<1008, 650904>
<1997, 650906>
<945, 651494>
<1932, 651528>
<895, 652144>
<1880, 652204>
<861, 652842>
<1837, 652922>
<830, 653576>
<1804, 653670>
<806, 654334>
<1788, 654436>
<799, 655104>
<1784, 655208>
<800, 655874>
<1792, 655974>
<809, 656632>
<1813, 656722>
<841, 657366>
<1853, 657440>
<868, 658064>
<1898, 658116>
<906, 658714>
<1949, 658738>
<966, 659304>
<16, 660410>
<1025, 660939>
<85, 662004>
<1097, 662490>
<167, 663508>
<1180, 663945>
<244, 664910>
<1282, 665292>
<359, 666198>
<1385, 666519>
<464, 667360>
<1492, 667614>
<588, 668384>
<1630, 668565>
<722, 669258>
<1778, 669360>
<874, 669970>
<1965, 669987>
<1024, 670508>
<128, 671531>
<1187, 671958>
<301, 672883>
<1369, 673210>
<479, 674031>
<1552, 674252>
<668, 674963>
<1762, 675072>
<888, 675667>
<15, 676746>
<1100, 677220>
<230, 678174>
<1326, 678521>
<465, 679344>
<1562, 679558>
<713, 680244>
<1840, 680319>
<975, 680862>
<119, 681871>
<1232, 682266>
<401, 683123>
<1507, 683364>
<673, 684063>
<1822, 684144>
<981, 684679>
<157, 685666>
<1286, 686032>
<462, 686846>
<1588, 687037>
<787, 687672>
<1977, 687682>
<1128, 688132>
<325, 689020>
<1457, 689280>
<661, 689974>
<1866, 690038>
<1044, 690532>
<242, 691454>
<1413, 691743>
<626, 692456>
<1827, 692534>
<1033, 693032>
<245, 693948>
<1427, 694226>
<654, 694918>
<1891, 694970>
<1090, 695432>
<335, 696302>
<1521, 696529>
<773, 697160>
<23, 698193>
<1223, 698580>
<480, 699365>
<1699, 699502>
<959, 700033>
<214, 700956>
<1432, 701228>
<711, 701888>
<1981, 701895>
<1211, 702286>
<491, 703059>
<1733, 703176>
<1016, 703671>
<304, 704542>
<1543, 704754>
<849, 705338>
<141, 706292>
<1394, 706584>
<695, 707242>
<11, 708264>
<1273, 708621>
<581, 709338>
<1893, 709388>
<1173, 709794>
<498, 710554>
<1782, 710644>
<1107, 711084>
<444, 711872>
<1732, 711987>
<1066, 712446>
<415, 713247>
<1709, 713372>
<1057, 713835>
<413, 714634>
<1720, 714754>
<1076, 715206>
<441, 715988>
<1761, 716088>
<1129, 716514>
<494, 717264>
<1854, 717329>
<1201, 717714>
<578, 718417>
<1960, 718432>
<1313, 718761>
<694, 719402>
<90, 720353>
<1435, 720612>
<848, 721177>
<237, 722046>
<1599, 722220>
<1015, 722694>
<434, 723466>
<1819, 723540>
<1222, 723908>
<640, 724568>
<77, 725518>
<1447, 725766>
<893, 726300>
<332, 727118>
<1723, 727231>
<1168, 727624>
<613, 728295>
<70, 729242>
<1464, 729480>
<926, 729990>
<391, 730770>
<1836, 730838>
<1288, 731172>
<752, 731770>
<221, 732630>
<1658, 732774>
<1141, 733176>
<622, 733834>
<115, 734746>
<1560, 734938>
<1056, 735380>
<558, 736070>
<64, 737006>
<1515, 737218>
<1032, 737672>
<541, 738366>
<65, 739298>
<1528, 739502>
<1059, 739940>
<589, 740610>
<118, 741510>
<1604, 741678>
<1146, 742072>
<689, 742690>
<227, 743530>
<1741, 743634>
<1300, 743956>
<853, 744494>
<407, 745246>
<1972, 745258>
<1482, 745480>
<1063, 745910>
<635, 746546>
<211, 747386>
<1757, 747481>
<1341, 747776>
<921, 748269>
<522, 748958>
<117, 749841>
<1670, 749974>
<1283, 750297>
<889, 750808>
<499, 751505>
<112, 752386>
<1685, 752512>
<1319, 752818>
<934, 753302>
<565, 753962>
<201, 754796>
<1806, 754870>
<1425, 755114>
<1087, 755526>
<736, 756104>
<381, 756846>
<43, 757750>
<1657, 757888>
<1329, 758184>
<989, 758636>
<658, 759242>
<343, 760000>
<24, 760908>
<1661, 761044>
<1357, 761326>
<1040, 761752>
<741, 762320>
<446, 763028>
<153, 763874>
<1831, 763942>
<1512, 764144>
<1234, 764478>
<954, 764942>
<680, 765534>
<406, 766252>
<147, 767094>
<1872, 767151>
<1566, 767328>
<1320, 767623>
<1061, 768034>
<815, 768559>
<567, 769196>
<328, 769943>
<96, 770798>
<1852, 770860>
<1579, 771026>
<1371, 771294>
<1147, 771662>
<922, 772128>
<729, 772690>
<512, 773346>
<309, 774094>
<111, 774932>
<1916, 774968>
<1681, 775090>
<1484, 775296>
<1321, 775584>
<1138, 775952>
<965, 776398>
<795, 776920>
<625, 777516>
<467, 778184>
<310, 778922>
<172, 779728>
<13, 780600>
<1860, 780658>
<1683, 780778>
<1542, 780958>
<1412, 781196>
<1297, 781490>
<1174, 781838>
<1048, 782238>
<930, 782688>
<837, 783186>
<732, 783730>
<620, 784318>
<528, 784948>
<440, 785618>
<350, 786326>
<265, 787070>
<189, 787848>
<114, 788658>
<44, 789498>
<1978, 789506>
<1917, 789540>
<1851, 789598>
<1775, 789678>
<1721, 789778>
<1674, 789896>
<1635, 790030>
<1587, 790178>
<1569, 790338>
<1544, 790508>
<1522, 790686>
<1504, 790870>
<1488, 791058>
<1483, 791248>
<1478, 791438>
<1487, 791626>
<1500, 791810>
<1519, 791988>
<1538, 792158>
<1568, 792318>
<1585, 792466>
<1634, 792600>
<1669, 792718>
<1718, 792818>
<1773, 792898>
<1849, 792956>
<1915, 792990>
<1976, 792998>
<39, 793810>
<109, 794592>
<188, 795342>
<263, 796058>
<349, 796738>
<439, 797380>
<527, 797982>
<619, 798542>
<731, 799058>
<832, 799528>
<927, 799950>
<1047, 800322>
<1172, 800642>
<1296, 800908>
<1411, 801118>
<1567, 801270>
<1734, 801362>
<1921, 801392>
<79, 802172>
<232, 802886>
<394, 803532>
<561, 804108>
<735, 804612>
<899, 805042>
<1082, 805396>
<1258, 805672>
<1433, 805868>
<1662, 805982>
<1919, 806012>
<139, 806759>
<344, 807418>
<560, 807987>
<781, 808464>
<996, 808847>
<1221, 809134>
<1441, 809323>
<1735, 809412>
<29, 810194>
<281, 810872>
<538, 811444>
<802, 811908>
<1058, 812262>
<1331, 812504>
<1617, 812632>
<1959, 812644>
<258, 813325>
<554, 813886>
<856, 814325>
<1143, 814640>
<1436, 814829>
<1801, 814890>
<176, 815602>
<488, 816182>
<822, 816628>
<1150, 816938>
<1466, 817110>
<1911, 817142>
<273, 817807>
<632, 818328>
<983, 818703>
<1349, 818930>
<1753, 819007>
<186, 819702>
<571, 820243>
<955, 820628>
<1344, 820855>
<1786, 820922>
<233, 821592>
<646, 822098>
<1065, 822438>
<1456, 822610>
<1990, 822612>
<431, 823202>
<867, 823618>
<1307, 823858>
<1797, 823920>
<298, 824558>
<761, 825014>
<1217, 825286>
<1711, 825372>
<257, 826022>
<745, 826482>
<1224, 826750>
<1751, 826824>
<317, 827450>
<819, 827878>
<1325, 828106>
<1927, 828132>
<457, 828698>
<982, 829058>
<1516, 829210>
<155, 829893>
<697, 830364>
<1242, 830621>
<1877, 830662>
<458, 831222>
<1021, 831562>
<1610, 831680>
<276, 832308>
<866, 832710>
<1438, 832884>
<149, 833559>
<755, 834002>
<1361, 834211>
<66, 834912>
<693, 835375>
<1322, 835598>
<46, 836304>
<690, 836766>
<1339, 836982>
<82, 837672>
<754, 838112>
<1404, 838300>
<181, 838953>
<865, 839350>
<1554, 839489>
<337, 840084>
<1020, 840417>
<1765, 840486>
<531, 841002>
<1239, 841250>
<57, 841939>
<793, 842356>
<1531, 842499>
<371, 843074>
<1115, 843371>
<1944, 843388>
<724, 843828>
<1467, 843984>
<363, 844557>
<1133, 844842>
<7, 845538>
<818, 845942>
<1627, 846052>
<508, 846564>
<1323, 846778>
<231, 847388>
<1072, 847696>
<1985, 847700>
<847, 848091>
<1706, 848174>
<623, 848638>
<1472, 848790>
<454, 849317>
<1318, 849528>
<300, 850108>
<1184, 850368>
<179, 850991>
<1086, 851290>
<75, 851946>
<990, 852274>
<2, 852953>
<937, 853300>
<1950, 853313>
<908, 853668>
<1940, 853685>
<909, 854038>
<1957, 854049>
<948, 854390>
<17, 855058>
<1004, 855378>
<89, 856019>
<1101, 856308>
<197, 856912>
<1204, 857160>
<334, 857717>
<1359, 857914>
<477, 858414>
<1526, 858550>
<656, 858983>
<1756, 859048>
<887, 859404>
<48, 860048>
<1136, 860318>
<323, 860870>
<1403, 861044>
<601, 861494>
<1742, 861562>
<915, 861900>
<163, 862505>
<1276, 862722>
<516, 863200>
<1680, 863286>
<904, 863627>
<175, 864220>
<1347, 864415>
<608, 864856>
<1873, 864895>
<1094, 865174>
<387, 865690>
<1605, 865798>
<900, 866137>
<222, 866704>
<1444, 866857>
<788, 867232>
<132, 867826>
<1389, 868000>
<749, 868387>
<116, 868984>
<1399, 869155>
<782, 869530>
<183, 870106>
<1463, 870250>
<890, 870589>
<314, 871120>
<1650, 871213>
<1075, 871492>
<504, 871954>
<1933, 871972>
<1311, 872167>
<780, 872536>
<261, 873076>
<1665, 873164>
<1139, 873417>
<633, 873832>
<142, 874406>
<1574, 874520>
<1096, 874787>
<612, 875204>
<171, 875768>
<1639, 875864>
<1179, 876101>
<739, 876476>
<339, 876986>
<1879, 877020>
<1401, 877183>
<1007, 877472>
<605, 877884>
<239, 878416>
<1815, 878462>
<1406, 878622>
<1051, 878893>
<709, 879272>
<383, 879756>
<35, 880342>
<1654, 880430>
<1327, 880614>
<1023, 880891>
<734, 881258>
<459, 881712>
<194, 882250>
<1902, 882278>
<1580, 882384>
<1332, 882565>
<1106, 882818>
<875, 883140>
<644, 883528>
<451, 883979>
<254, 884490>
<49, 885058>
<1843, 885098>
<1637, 885189>
<1445, 885328>
<1298, 885512>
<1175, 885738>
<1035, 886003>
<911, 886304>
<805, 886638>
<699, 887002>
<599, 887393>
<532, 887808>
<461, 888244>
<403, 888698>
<361, 889167>
<307, 889648>
<278, 890138>
<241, 890634>
<225, 891133>
<223, 891632>
<240, 892128>
<268, 892618>
<302, 893099>
<360, 893568>
<402, 894022>
<456, 894458>
<526, 894873>
<596, 895264>
<688, 895628>
<804, 895962>
<907, 896263>
<1034, 896528>
<1171, 896754>
<1293, 896938>
<1440, 897077>
<1626, 897168>
<1835, 897208>
<38, 897740>
<267, 898215>
<483, 898630>
<716, 898982>
<949, 899268>
<1189, 899485>
<1418, 899630>
<1707, 899700>
<21, 900230>
<362, 900679>
<643, 901044>
<967, 901322>
<1264, 901510>
<1600, 901605>
<1, 902136>
<400, 902568>
<769, 902898>
<1142, 903123>
<1517, 903240>
<1975, 903246>
<432, 903664>
<862, 903965>
<1269, 904146>
<1744, 904204>
<279, 904658>
<764, 904983>
<1230, 905176>
<1743, 905234>
<338, 905672>
<860, 905969>
<1376, 906122>
<1974, 906128>
<568, 906498>
<1137, 906715>
<1725, 906776>
<416, 907189>
<1003, 907440>
<1618, 907526>
<346, 907952>
<984, 908207>
<1647, 908288>
<411, 908697>
<1089, 908926>
<1796, 908972>
<564, 909334>
<1268, 909507>
<78, 909988>
<858, 910274>
<1584, 910362>
<472, 910746>
<1246, 910926>
<102, 911394>
<961, 911652>
<1798, 911697>
<685, 912018>
<1536, 912120>
<503, 912490>
<1375, 912635>
<370, 913040>
<1253, 913214>
<226, 913640>
<1200, 913829>
<203, 914262>
<1197, 914452>
<215, 914878>
<1237, 915055>
<340, 915460>
<1360, 915610>
<476, 915980>
<1499, 916089>
<650, 916410>
<1745, 916464>
<902, 916722>
<62, 917180>
<1206, 917362>
<447, 917736>
<1571, 917828>
<839, 918104>
<53, 918560>
<1267, 918725>
<575, 919062>
<1820, 919102>
<1121, 919306>
<455, 919670>
<1717, 919728>
<1080, 919938>
<471, 920296>
<1799, 920339>
<1181, 920522>
<617, 920841>
<19, 921292>
<1419, 921416>
<901, 921664>
<397, 922032>
<1875, 922064>
<1355, 922208>
<879, 922460>
<445, 922816>
<1958, 922824>
<1486, 922928>
<1113, 923124>
<733, 923408>
<373, 923776>
<1980, 923781>
<1582, 923862>
<1279, 924015>
<979, 924236>
<715, 924521>
<450, 924866>
<165, 925267>
<1918, 925284>
<1668, 925349>
<1446, 925458>
<1281, 925607>
<1126, 925792>
<977, 926009>
<852, 926254>
<747, 926523>
<647, 926812>
<586, 927117>
<535, 927434>
<493, 927759>
<469, 928088>
<468, 928417>
<490, 928742>
<533, 929059>
<583, 929364>
<645, 929653>
<744, 929922>
<850, 930167>
<976, 930384>
<1124, 930569>
<1278, 930718>
<1439, 930827>
<1666, 930892>
<1914, 930909>
<164, 931284>
<448, 931603>
<765, 931862>
<1045, 932057>
<1373, 932184>
<1703, 932239>
<97, 932622>
<525, 932925>
<918, 933144>
<1356, 933275>
<1787, 933314>
<282, 933656>
<807, 933898>
<1306, 934036>
<1861, 934066>
<423, 934379>
<1010, 934576>
<1572, 934653>
<208, 934998>
<897, 935215>
<1535, 935300>
<236, 935638>
<991, 935836>
<1695, 935890>
<517, 936182>
<1255, 936322>
<81, 936690>
<924, 936898>
<1763, 936942>
<663, 937199>
<1523, 937284>
<506, 937572>
<1408, 937680>
<388, 937981>
<1386, 938094>
<425, 938390>
<1428, 938490>
<569, 938763>
<1606, 938832>
<779, 939064>
<1905, 939084>
<1071, 939257>
<213, 939578>
<1430, 939675>
<738, 939910>
<1986, 939913>
<1251, 940044>
<621, 940298>
<1942, 940308>
<1308, 940431>
<728, 940662>
<123, 940996>
<1561, 941070>
<1068, 941237>
<592, 941492>
<87, 941830>
